WordInstance,OriginalWord,MfccLength,WordAvgMfccLength,Precision@10,NofPhonemes,WordLength,NofVowels,NofConsonants,inimagenet,SpeakingSpeed
jacket_2309860995_c2e2a0feeb_3,jacket,47.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10638297872340426
jacket_2346401538_f5e8da66fc_1,jacket,44.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.11363636363636363
jacket_2378149488_648e5deeac_3,jacket,49.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10204081632653061
jacket_2518508760_68d8df7365_2,jacket,48.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10416666666666667
jacket_2641770481_c98465ff35_0,jacket,46.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10869565217391304
jacket_2641770481_c98465ff35_1,jacket,58.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.08620689655172414
jacket_2641770481_c98465ff35_3,jacket,44.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.11363636363636363
jacket_2641770481_c98465ff35_4,jacket,40.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.125
jacket_2759860913_f75b39d783_0,jacket,41.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.12195121951219512
jacket_3006093003_c211737232_3,jacket,63.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.07936507936507936
jacket_302983277_69a4e732e4_0,jacket,47.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10638297872340426
jacket_3044536048_e615466e7f_2,jacket,63.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.07936507936507936
jacket_3080056515_3013830309_3,jacket,50.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.1
jacket_3116769029_f5a76f04ba_3,jacket,41.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.12195121951219512
jacket_3192266178_f9bf5d3dba_0,jacket,49.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10204081632653061
jacket_3213992947_3f3f967a9f_0,jacket,41.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.12195121951219512
jacket_3213992947_3f3f967a9f_1,jacket,37.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.13513513513513514
jacket_3213992947_3f3f967a9f_4,jacket,43.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.11627906976744186
jacket_3258874419_23fec1bdc1_2,jacket,57.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.08771929824561403
jacket_3275704430_a75828048f_3,jacket,39.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.1282051282051282
jacket_3287549827_04dec6fb6e_2,jacket,50.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.1
jacket_3348385580_10b53391f9_3,jacket,43.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.11627906976744186
jacket_3348385580_10b53391f9_4,jacket,37.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.13513513513513514
jacket_3359530430_249f51972c_3,jacket,55.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.09090909090909091
jacket_3393926562_66cc01b001_0,jacket,48.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.10416666666666667
jacket_3393926562_66cc01b001_1,jacket,39.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.1282051282051282
jacket_3393926562_66cc01b001_2,jacket,53.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.09433962264150944
jacket_3429956016_3c7e3096c2_3,jacket,51.0,47.851063829787236,,5.0,6.0,2.0,4.0,0.0,0.09803921568627451
man_1082379191_ec1e53f996_0,man,35.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08571428571428572
man_1082379191_ec1e53f996_1,man,28.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10714285714285714
man_1082379191_ec1e53f996_2,man,28.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10714285714285714
man_1082379191_ec1e53f996_3,man,34.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08823529411764706
man_1082379191_ec1e53f996_4,man,32.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.09375
man_1167669558_87a8a467d6_0,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_1167669558_87a8a467d6_1,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_1167669558_87a8a467d6_2,man,27.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1111111111111111
man_1167669558_87a8a467d6_3,man,45.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.06666666666666667
man_1167669558_87a8a467d6_4,man,30.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1
man_1262583859_653f1469a9_1,man,47.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.06382978723404255
man_1262583859_653f1469a9_2,man,29.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10344827586206896
man_1262583859_653f1469a9_3,man,23.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.13043478260869565
man_1262583859_653f1469a9_4,man,29.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10344827586206896
man_1287073593_f3d2a62455_4,man,30.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1
man_132489044_3be606baf7_0,man,41.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.07317073170731707
man_132489044_3be606baf7_1,man,35.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08571428571428572
man_132489044_3be606baf7_2,man,30.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1
man_132489044_3be606baf7_3,man,23.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.13043478260869565
man_132489044_3be606baf7_4,man,27.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1111111111111111
man_1343426964_cde3fb54e8_4,man,34.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08823529411764706
man_136552115_6dc3e7231c_1,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_136886677_6026c622eb_0,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_136886677_6026c622eb_0,man,19.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.15789473684210525
man_136886677_6026c622eb_1,man,30.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1
man_1394368714_3bc7c19969_1,man,23.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.13043478260869565
man_1394368714_3bc7c19969_2,man,38.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.07894736842105263
man_1394368714_3bc7c19969_3,man,34.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08823529411764706
man_1404832008_68e432665b_0,man,29.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10344827586206896
man_1404832008_68e432665b_1,man,32.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.09375
man_1404832008_68e432665b_2,man,33.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.09090909090909091
man_1404832008_68e432665b_3,man,47.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.06382978723404255
man_1404832008_68e432665b_4,man,25.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.12
man_1432179046_8e3d75cf81_0,man,27.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1111111111111111
man_1432179046_8e3d75cf81_1,man,32.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.09375
man_1432179046_8e3d75cf81_2,man,29.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10344827586206896
man_1432179046_8e3d75cf81_4,man,28.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10714285714285714
man_1433142189_cda8652603_1,man,43.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.06976744186046512
man_1433142189_cda8652603_2,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_143688283_a96ded20f1_0,man,39.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.07692307692307693
man_143688283_a96ded20f1_1,man,24.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.125
man_143688283_a96ded20f1_2,man,37.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08108108108108109
man_143688283_a96ded20f1_3,man,36.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.08333333333333333
man_1461667284_041c8a2475_1,man,33.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.09090909090909091
man_1461667284_041c8a2475_2,man,29.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.10344827586206896
man_1461667284_041c8a2475_3,man,56.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.05357142857142857
man_1499581619_a5f65a882c_1,man,39.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.07692307692307693
man_1499581619_a5f65a882c_2,man,30.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.1
man_150387174_24825cf871_0,man,45.0,33.142857142857146,,3.0,3.0,1.0,2.0,0.0,0.06666666666666667
men_115684808_cb01227802_1,men,34.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08823529411764706
men_136886677_6026c622eb_2,men,33.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.09090909090909091
men_136886677_6026c622eb_3,men,36.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08333333333333333
men_160792599_6a7ec52516_3,men,35.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08571428571428572
men_160792599_6a7ec52516_4,men,34.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08823529411764706
men_200771289_31902164a7_1,men,25.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.12
men_200771289_31902164a7_2,men,47.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.06382978723404255
men_200771289_31902164a7_3,men,34.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08823529411764706
men_200771289_31902164a7_4,men,25.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.12
men_2096771662_984441d20d_2,men,38.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.07894736842105263
men_2096771662_984441d20d_3,men,29.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10344827586206896
men_2102360862_264452db8e_4,men,22.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.13636363636363635
men_2105756457_a100d8434e_3,men,23.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.13043478260869565
men_215214751_e913b6ff09_1,men,14.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.21428571428571427
men_215214751_e913b6ff09_2,men,23.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.13043478260869565
men_2196316998_3b2d63f01f_3,men,37.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08108108108108109
men_2196316998_3b2d63f01f_4,men,56.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.05357142857142857
men_2229179070_dc8ea8582e_3,men,58.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.05172413793103448
men_2289068031_fe26990183_2,men,30.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.1
men_2308978137_bfe776d541_4,men,30.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.1
men_2308978137_bfe776d541_4,men,38.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.07894736842105263
men_241345905_5826a72da1_3,men,32.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.09375
men_241345905_5826a72da1_4,men,29.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10344827586206896
men_241346971_c100650320_4,men,33.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.09090909090909091
men_2526585002_10987a63f3_0,men,35.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08571428571428572
men_2526585002_10987a63f3_1,men,25.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.12
men_2526585002_10987a63f3_2,men,20.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.15
men_2526585002_10987a63f3_3,men,23.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.13043478260869565
men_2526585002_10987a63f3_4,men,27.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.1111111111111111
men_2587818583_4aa8e7b174_4,men,42.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.07142857142857142
men_2610447973_89227ff978_1,men,29.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10344827586206896
men_2815256108_fc1302117d_0,men,34.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08823529411764706
men_2815256108_fc1302117d_1,men,27.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.1111111111111111
men_2815256108_fc1302117d_2,men,28.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10714285714285714
men_2815256108_fc1302117d_3,men,25.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.12
men_2815256108_fc1302117d_4,men,37.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08108108108108109
men_2856080862_95d793fa9d_0,men,18.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.16666666666666666
men_2884420269_225d27f242_1,men,34.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.08823529411764706
men_2884420269_225d27f242_2,men,25.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.12
men_2884420269_225d27f242_3,men,21.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.14285714285714285
men_2884420269_225d27f242_4,men,51.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.058823529411764705
men_2894217628_f1a4153dca_4,men,57.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.05263157894736842
men_2926595608_69b22be8d4_2,men,32.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.09375
men_2926595608_69b22be8d4_3,men,28.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10714285714285714
men_2926595608_69b22be8d4_4,men,28.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10714285714285714
men_3045613316_4e88862836_1,men,31.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.0967741935483871
men_3045613316_4e88862836_2,men,29.0,31.93617021276596,,3.0,4.0,1.0,2.0,0.0,0.10344827586206896
mountain_136552115_6dc3e7231c_2,mountain,31.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1935483870967742
mountain_143688283_a96ded20f1_1,mountain,28.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.21428571428571427
mountain_1472882567_33dc14c8b6_0,mountain,61.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.09836065573770492
mountain_189721896_1ffe76d89e_2,mountain,36.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.16666666666666666
mountain_197107117_4b438b1872_0,mountain,31.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1935483870967742
mountain_2103568100_5d018c495b_4,mountain,61.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.09836065573770492
mountain_2112921744_92bf706805_1,mountain,58.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.10344827586206896
mountain_2120411340_104eb610b1_2,mountain,42.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.14285714285714285
mountain_2194494220_bb2178832c_3,mountain,39.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.15384615384615385
mountain_223299142_521aedf9e7_2,mountain,44.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.13636363636363635
mountain_223299142_521aedf9e7_3,mountain,57.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.10526315789473684
mountain_2479162876_a5ce3306af_3,mountain,44.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.13636363636363635
mountain_2657484284_daa07a3a1b_3,mountain,64.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.09375
mountain_270816949_ffad112278_2,mountain,33.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.18181818181818182
mountain_270816949_ffad112278_3,mountain,20.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.3
mountain_2759860913_f75b39d783_2,mountain,49.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.12244897959183673
mountain_2759860913_f75b39d783_3,mountain,32.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1875
mountain_2759860913_f75b39d783_3,mountain,29.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.20689655172413793
mountain_2759860913_f75b39d783_4,mountain,62.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.0967741935483871
mountain_2764178773_d63b502812_3,mountain,32.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1875
mountain_2839038702_e168128665_2,mountain,33.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.18181818181818182
mountain_2950905787_f2017d3e49_0,mountain,25.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.24
mountain_2950905787_f2017d3e49_1,mountain,32.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1875
mountain_2950905787_f2017d3e49_1,mountain,53.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.11320754716981132
mountain_3016606751_0e8be20abd_0,mountain,36.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.16666666666666666
mountain_302983277_69a4e732e4_2,mountain,45.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.13333333333333333
mountain_3045613316_4e88862836_4,mountain,54.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.1111111111111111
mountain_3139876823_859c7d7c23_2,mountain,34.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.17647058823529413
mountain_3159995270_17334ccb5b_4,mountain,33.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.18181818181818182
mountain_3255482333_5bcee79f7e_0,mountain,57.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.10526315789473684
mountain_3255482333_5bcee79f7e_4,mountain,50.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.12
mountain_3299820401_c2589186c5_1,mountain,34.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.17647058823529413
mountain_3299820401_c2589186c5_2,mountain,42.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.14285714285714285
mountain_3299820401_c2589186c5_3,mountain,42.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.14285714285714285
mountain_3301859683_2d5e4b40a3_3,mountain,41.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.14634146341463414
mountain_3334537556_a2cf4e9b9a_4,mountain,66.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.09090909090909091
mountain_3364026240_645d533fda_0,mountain,44.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.13636363636363635
mountain_3364026240_645d533fda_1,mountain,69.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.08695652173913043
mountain_3364026240_645d533fda_2,mountain,49.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.12244897959183673
mountain_3364026240_645d533fda_2,mountain,62.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.0967741935483871
mountain_3429956016_3c7e3096c2_3,mountain,44.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.13636363636363635
mountain_3429956016_3c7e3096c2_3,mountain,58.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.10344827586206896
mountain_3429956016_3c7e3096c2_4,mountain,66.0,44.69767441860465,,6.0,3.0,4.0,4.0,0.0,0.09090909090909091
mouth_1224851143_33bcdd299c_1,mouth,66.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.045454545454545456
mouth_1224851143_33bcdd299c_4,mouth,28.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.10714285714285714
mouth_1267711451_e2a754b4f8_1,mouth,50.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06
mouth_1267711451_e2a754b4f8_3,mouth,45.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06666666666666667
mouth_1267711451_e2a754b4f8_4,mouth,40.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.075
mouth_1392272228_cf104086e6_2,mouth,45.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06666666666666667
mouth_1392272228_cf104086e6_3,mouth,40.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.075
mouth_1425069308_488e5fcf9d_0,mouth,38.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07894736842105263
mouth_1425069308_488e5fcf9d_4,mouth,34.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.08823529411764706
mouth_1523984678_edd68464da_1,mouth,46.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06521739130434782
mouth_1523984678_edd68464da_2,mouth,51.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.058823529411764705
mouth_1523984678_edd68464da_4,mouth,50.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06
mouth_1764955991_5e53a28c87_2,mouth,35.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.08571428571428572
mouth_2128119486_4407061c40_2,mouth,54.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.05555555555555555
mouth_2128119486_4407061c40_3,mouth,43.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06976744186046512
mouth_2239938351_43c73c887c_3,mouth,32.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.09375
mouth_2311690895_0d6efe11c8_0,mouth,41.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07317073170731707
mouth_2450453051_f1d4a78ab4_4,mouth,24.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.125
mouth_2525270674_4ab536e7ec_0,mouth,36.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.08333333333333333
mouth_2525270674_4ab536e7ec_4,mouth,36.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.08333333333333333
mouth_2543589122_ec3e55f434_0,mouth,38.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07894736842105263
mouth_2543589122_ec3e55f434_3,mouth,40.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.075
mouth_256085101_2c2617c5d0_0,mouth,33.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.09090909090909091
mouth_256085101_2c2617c5d0_2,mouth,42.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07142857142857142
mouth_256085101_2c2617c5d0_4,mouth,22.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.13636363636363635
mouth_2621415349_ef1a7e73be_1,mouth,50.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06
mouth_2621415349_ef1a7e73be_2,mouth,55.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.05454545454545454
mouth_2621415349_ef1a7e73be_3,mouth,27.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.1111111111111111
mouth_2621415349_ef1a7e73be_4,mouth,38.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07894736842105263
mouth_2647049174_0fb47cee2e_0,mouth,49.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.061224489795918366
mouth_2647049174_0fb47cee2e_4,mouth,35.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.08571428571428572
mouth_270724499_107481c88f_1,mouth,52.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.057692307692307696
mouth_270724499_107481c88f_2,mouth,39.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07692307692307693
mouth_270724499_107481c88f_3,mouth,51.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.058823529411764705
mouth_280706862_14c30d734a_0,mouth,44.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06818181818181818
mouth_280706862_14c30d734a_1,mouth,16.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.1875
mouth_280706862_14c30d734a_2,mouth,45.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06666666666666667
mouth_280706862_14c30d734a_3,mouth,54.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.05555555555555555
mouth_280706862_14c30d734a_4,mouth,74.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.04054054054054054
mouth_2839038702_e168128665_0,mouth,42.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07142857142857142
mouth_2839038702_e168128665_3,mouth,47.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.06382978723404255
mouth_2839038702_e168128665_4,mouth,38.0,42.023809523809526,,3.0,8.0,2.0,3.0,0.0,0.07894736842105263
ocean_106490881_5a2dd9b7bd_4,ocean,48.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.08333333333333333
ocean_1352410176_af6b139734_3,ocean,56.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07142857142857142
ocean_1392272228_cf104086e6_2,ocean,46.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.08695652173913043
ocean_1517721825_10176d0683_0,ocean,58.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.06896551724137931
ocean_160792599_6a7ec52516_1,ocean,56.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07142857142857142
ocean_160792599_6a7ec52516_3,ocean,54.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07407407407407407
ocean_160792599_6a7ec52516_4,ocean,39.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.10256410256410256
ocean_1982852140_56425fa7a2_1,ocean,55.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07272727272727272
ocean_1998457059_c9ac9a1e1a_2,ocean,38.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.10526315789473684
ocean_2196846255_2c1635359a_0,ocean,55.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07272727272727272
ocean_2196846255_2c1635359a_3,ocean,59.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.06779661016949153
ocean_2396025708_e4a72e2558_2,ocean,64.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.0625
ocean_2396025708_e4a72e2558_4,ocean,49.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.08163265306122448
ocean_2502905671_c6039804ab_1,ocean,17.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.23529411764705882
ocean_2559921948_06af25d566_1,ocean,55.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07272727272727272
ocean_260828892_7925d27865_3,ocean,55.0,47.08571428571429,,4.0,3.0,3.0,2.0,0.0,0.07272727272727272
